gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
AC013480.1,1.204828764,0.352808334,1.67077901,0.09763319,0.295449002,-4.835083393,NA,0.000983768
AC084834.1,1.27274979,0.132657621,1.670772547,0.09763447,0.295449002,-4.828035866,NA,0.000491884
GPX5,1.312490409,0.275370426,1.670729301,0.097643038,0.295449002,-4.843380306,Inflammation/Immune/Stress/Toxic/Detox,0.000983768
TLE7,1.336912422,-0.246007397,1.670792564,0.097630504,0.295449002,-4.813668943,NA,0
AC112504.3,1.212722059,0.155348868,1.670631064,0.097662504,0.29547652,-4.828367557,NA,0.000491884
AC079467.1,1.194752099,0.172670226,1.670340392,0.097720118,0.295619439,-4.829042677,NA,0.000491884
AL357832.1,1.123864303,0.202148728,1.669963057,0.097794951,0.295814411,-4.844334224,NA,0.000983768
ZRANB3,-0.482073281,6.468738882,-1.66985204,0.097816976,0.295849625,-5.428990019,NA,0.091982292
AC004264.1,1.200709389,0.10723405,1.669738294,0.097839547,0.295886338,-4.843364195,NA,0.000983768
PLEKHA3,-0.44050708,5.075849424,-1.669686205,0.097849885,0.295886338,-5.223205593,NA,0.039842597
ESRP2,1.109197597,0.320290182,1.669625028,0.097862028,0.295891651,-4.844638663,NA,0.000983768
AC099778.1,0.796823047,2.153232227,1.669399582,0.097906785,0.29596416,-4.971414615,NA,0.009837678
AL158151.3,1.180347588,-0.032788883,1.669427194,0.097901302,0.29596416,-4.829374096,NA,0.000491884
AL118511.4,1.146605874,0.14182705,1.669331277,0.097920349,0.295973759,-4.830360402,NA,0.000491884
AC099518.1,1.16956968,1.263460771,1.668993336,0.097987478,0.296113835,-4.899785262,NA,0.003935071
LINC01238,1.011228581,0.595390364,1.668994863,0.097987175,0.296113835,-4.854336005,NA,0.001475652
C1orf94,1.046931565,0.94713018,1.668869137,0.098012158,0.2961256,-4.874457614,NA,0.002951303
HSD11B1-AS1,0.858294005,2.310193191,1.66889589,0.098006842,0.2961256,-5.005103022,Metabolism or Transport (lipid),0.010821446
AC005837.1,1.114241842,0.332767385,1.668813262,0.098023263,0.296127749,-4.837407764,NA,0.000983768
L1CAM,1.172566122,0.074963569,1.668647192,0.098056275,0.296196071,-4.831211333,NA,0.000491884
CDC27,-0.422815383,6.850243272,-1.668541063,0.098077377,0.296228404,-5.512136907,Development (cell cycle),0.132316773
NDST2,-0.836174856,3.246728779,-1.668304774,0.098124371,0.296338928,-4.953971783,NA,0.006886375
AL157834.2,1.159068737,0.279075092,1.66818318,0.098148561,0.296349157,-4.854446194,NA,0.001475652
CRYBA1,1.192769136,0.162812777,1.668221877,0.098140862,0.296349157,-4.832116847,NA,0.000491884
AC003682.1,0.787461954,2.003443771,1.667808461,0.098223138,0.296472638,-4.968955583,NA,0.007378259
AC005332.1,1.124207029,-0.144846031,1.667652665,0.098254159,0.296472638,-4.818768609,NA,0
AC008649.2,1.025948303,0.523349741,1.667703986,0.09824394,0.296472638,-4.856777653,NA,0.001475652
C12orf73,0.567695689,4.189220929,1.667611797,0.098262298,0.296472638,-5.198598611,NA,0.04525332
LINC01107,1.131851965,0.535843064,1.667796641,0.098225492,0.296472638,-4.856859377,NA,0.001475652
MAN1B1-DT,1.025696688,1.323109433,1.667620515,0.098260561,0.296472638,-4.90426441,NA,0.003935071
RALY,-0.543460645,6.45891838,-1.66769776,0.098245179,0.296472638,-5.441834542,NA,0.09542548
