"","Show","Aggregated","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"208",NA,NA,"GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY","2.24797249140939e-05","0.000889307798799321","0.575610261071129","0.603717457043571","1.89545973231831","64","c(""NRCAM"", ""CNTN1"", ""NFASC"", ""PALLD"", ""CNN3"", ""SIRPA"", ""ITGA2"", ""PLXNB3"", ""BAIAP2"", ""NTNG1"", ""CDC42EP1"", ""MADCAM1"", ""ROBO3"", ""ANXA1"")"
"209",NA,NA,"GOBP_ANION_TRANSMEMBRANE_TRANSPORT","2.30382203017519e-05","0.000896622627960072","0.575610261071129","0.451694997731087","1.51882580837454","260","c(""SLC1A2"", ""GFAP"", ""GABRG1"", ""TTYH1"", ""GABRB1"", ""SLC38A1"", ""SLC7A11"", ""AGT"", ""SLC25A18"", ""GJA1"", ""ATP1A2"", ""SLC16A9"", ""KCNJ10"", ""SLC1A3"", ""SLC3A2"", ""SLC37A1"", ""ANO8"", ""GABRA2"", ""CLCN2"", ""SLC1A4"", ""PER2"", ""LRRC8A"", ""ANO7"", ""GRM5"", ""SLC6A9"", ""SLC13A5"", ""SLC25A17"", ""SLC6A1"", ""SLC7A5"", ""SLC38A3"")"
"210",NA,NA,"GOBP_FLUID_TRANSPORT","2.30382203017519e-05","0.000896622627960072","0.575610261071129","0.717093471436969","2.10352883070834","28","c(""SLC14A1"", ""AQP4"", ""AHCYL1"", ""EDNRB"", ""HAS2"", ""AQP6"")"
"211",NA,NA,"GOBP_TONIC_SMOOTH_MUSCLE_CONTRACTION","2.30382203017519e-05","0.000896622627960072","0.575610261071129","0.872826204310276","2.33513338039216","12","c(""AGT"", ""CD38"", ""MYLK"", ""BBS2"")"
"212",NA,NA,"GOBP_RESPONSE_TO_AXON_INJURY","2.44344594715987e-05","0.000940792022435887","0.575610261071129","0.561969902507097","1.80301003416589","83","c(""TNC"", ""DPYSL3"", ""RGMA"", ""MAP1B"", ""BCL2"", ""KIAA0319"", ""KREMEN1"", ""JUN"", ""TNR"", ""NTRK3"", ""INPP5F"", ""FGF2"", ""PTPRF"", ""PTPRS"", ""GAP43"", ""KCNB1"")"
"213",NA,NA,"GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL","2.63891957419501e-05","0.001000011628116","0.575610261071129","0.512352627204053","1.68267002810051","139","c(""GABRG1"", ""GABRB1"", ""GRIN2A"", ""GRIN2C"", ""GRID1"", ""GRIA1"", ""GRIK4"", ""IGSF11"", ""GABBR1"", ""SLC8A3"", ""KCND2"", ""WNT7A"", ""NRXN1"", ""GRIN3A"", ""TRPV1"", ""BAIAP2"", ""NLGN3"", ""GABRA2"", ""P2RX7"", ""GRM5"", ""GRIK3"", ""ADORA1"", ""NLGN4X"", ""MAPK8IP2"", ""DLG4"", ""INSYN1"", ""ADRB2"", ""CHRNA2"", ""MTMR2"", ""NLGN2"", ""GRM1"", ""GABRP"", ""PPP3CA"")"
"214",NA,NA,"GOBP_CATION_TRANSPORT","2.80646850656836e-05","0.00104697270711358","0.575610261071129","0.36603096853333","1.26247190827437","1128","c(""DPP10"", ""SLC1A2"", ""CNTN1"", ""ADRA1A"", ""GPM6B"", ""ANK2"", ""TTYH1"", ""ADCYAP1R1"", ""EGF"", ""FYN"", ""NKAIN3"", ""MAOB"", ""SERPINE2"", ""KCNN3"", ""GRIN2A"", ""SLC38A1"", ""GRIN2C"", ""APLNR"", ""BCL2"", ""FXYD6"", ""CAMK2G"", ""MT3"", ""AGT"", ""TRDN"", ""SLC25A18"", ""PIRT"", ""GABBR1"", ""MYLK"", ""NCS1"", ""SLC39A11"", ""ATP1A2"", ""SLC16A9"", ""KCNJ10"", ""SLC1A3"", ""SLC8A3"", ""GRAMD2A"", ""UNC80"", ""KCND2"", ""P2RY1"", ""TRPV3"", ""PRKD1"", ""KCNG1"", ""HEPH"", ""NKAIN4"", ""NEDD4L"", ""HAP1"", ""AKAP6"", ""AHCYL1"", ""ATP13A4"", ""SLC3A2"", ""SLC9A9"", ""PLPP4"", ""SLC22A4"", 
""KCNE4"", ""SLC15A2"", ""CAMK2B"", ""SYT17"", ""RAMP3"", ""EDNRB"", ""FGF2"", ""WNK2"", ""SLC6A11"", ""SLC44A3"", ""GRIN3A"", ""SYT11"", ""RGS7"", ""GSTM2"", ""RAMP1"", ""TRPV1"", ""PDE4B"", ""SNTA1"", ""NLGN3"", ""RYR1"", ""SYT4"", ""SLC1A4"", ""KCNN2"", ""NALCN"", ""CACNG7"", ""CALM2"", ""KCNJ16"", ""KCNK7"", ""ABCC8"", ""PLCG1"", ""MINK1"", ""KCNA2"", ""CNR1"", ""NOS1AP"", ""ATP1B2"", ""HCN1"", ""GPM6A"", ""AHNAK"", ""P2RX7"", ""SCN8A"", ""TMEM163"", ""SLC6A9"", ""RHCG"", ""PKD1"", ""SLC13A5"", ""SLC25A17"", ""SPTBN4"", ""LTF"", ""SLC6A1"", ""SLC7A5"", ""KCNQ2"", ""CAMK2A"", ""ATP1A4"", ""SLC38A3"", 
""KEL"", ""KCNJ9"", ""LGALS3"", ""SNAP25"", ""SYT9"", ""PON3"", ""SLC7A10"", ""NKAIN2"", ""CACHD1"", ""CASQ1"", ""TMC1"", ""CHD7"", ""ADORA1"", ""COX4I2"", ""HRC"", ""PLCZ1"", ""ITGB3"", ""KCNB1"", ""ARC"", ""KCNJ3"", ""MAPK8IP2"", ""GPR35"", ""SRI"", ""CALHM1"", ""DLG4"", ""FGF14"", ""OPRL1"", ""SHISA6"", ""RYR3"", ""SLN"", ""SLC8B1"", ""STEAP3"", ""CAMK2D"", ""FXYD2"", ""SLC25A2"", ""HRH3"", ""STOM"", ""SCN1A"", ""SLC47A2"", ""PLA2G6"")"
"215",NA,NA,"GOCC_CELL_PROJECTION_MEMBRANE","3.28339247566132e-05","0.00121232952947495","0.557332238758646","0.429581492049466","1.45239349000814","334","c(""SLC1A2"", ""CD44"", ""AQP4"", ""MAPT"", ""GABRG1"", ""TTYH1"", ""APC"", ""MTSS2"", ""PSD2"", ""APC2"", ""SLC7A11"", ""GRIA1"", ""GABBR1"", ""GPR37L1"", ""FAP"", ""HIP1R"", ""ARHGEF4"", ""PALM"", ""BBS2"", ""PDE9A"", ""ADGRV1"", ""PSD3"", ""TRPV1"", ""GABRA2"", ""MTTP"", ""SPRY2"", ""FAM107A"", ""NDRG4"", ""PLCG1"", ""MACF1"", ""KCNA2"", ""ATP1B2"", ""PKD1"", ""SLC7A5"", ""FERMT2"", ""WWC1"", ""ADORA1"", ""GPR161"", ""GAP43"", ""ITGB3"", ""KCNB1"", ""ASAP1"")"
"216",NA,NA,"GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","3.33951748768568e-05","0.00122676152608862","0.557332238758646","0.765907665618577","2.17854779376937","20","c(""ADCY2"", ""ADCY8"", ""ADCY1"")"
"217",NA,NA,"GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY","3.45176757726459e-05","0.00126155972367031","0.557332238758646","0.453937589326833","1.5214169589665","235","c(""CTNND2"", ""APC"", ""DAAM2"", ""EGF"", ""GPRC5B"", ""RSPO2"", ""ZNRF3"", ""LRP4"", ""APC2"", ""CDH2"", ""GPC5"", ""SOX2"", ""LYPD6"", ""KREMEN1"", ""TLE1"", ""GLI3"", ""WLS"", ""BAMBI"", ""FGF2"", ""WNK2"", ""TLE3"", ""AXIN2"", ""AMER2"", ""NRARP"", ""SOX9"", ""MCC"", ""ARNTL"", ""TBL1X"", ""DKK3"", ""SOX13"", ""CDK14"", ""NOTCH1"", ""RUVBL2"", ""SHISA6"", ""YAP1"")"
