gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
TAF1C,1.007840183,3.433073822,2.704773103,0.007932637,0.071027267,-3.329638818,NA,0.034132466
RAI2,0.950482671,3.913552669,2.704646733,0.007935462,0.071030237,-3.401371575,NA,0.034809698
BID,1.040076613,5.102345133,2.703825644,0.007953838,0.071172358,-3.610969338,NA,0.068806718
NDUFA9,-0.537385932,4.625712263,-2.703641638,0.007957961,0.071177993,-3.31726461,NA,0.026005689
ZNF84,-0.583092366,5.492874649,-2.703574587,0.007959464,0.071177993,-3.491170765,NA,0.048083435
AP001122.1,1.228293293,1.019972568,2.703269196,0.007966313,0.071216886,-3.060995737,NA,0.005011513
CCDC92,-0.600684303,5.792516065,-2.702773574,0.007977439,0.071274539,-3.52777832,NA,0.051875931
STAMBP,-0.524919968,5.112925465,-2.702759065,0.007977765,0.071274539,-3.407567874,NA,0.035080591
DENND2D,-1.106582566,2.4343551,-2.702063607,0.007993402,0.071367633,-2.954918822,NA,0.003792496
ELMSAN1,0.475968107,6.264203576,2.702142211,0.007991633,0.071367633,-3.749614431,NA,0.132060138
RBM48,-0.73376371,4.083935389,-2.701961519,0.0079957,0.071367633,-3.214320885,NA,0.015305431
FOXRED1,-0.84856043,3.552430009,-2.70110135,0.008015084,0.071518244,-3.154160724,Development (differentiation),0.010158472
HSF2,-0.601801098,4.658688357,-2.700466261,0.008029423,0.07162376,-3.3535526,Metabolism (other),0.025193011
KDM2B-DT,-1.167831399,4.037391067,-2.70017548,0.008035996,0.071642734,-3.170365186,NA,0.012867398
NEU3,-0.750553227,3.638666523,-2.700149689,0.008036579,0.071642734,-3.149795334,NA,0.011783828
REEP3,0.476355777,6.629891293,2.699772715,0.008045109,0.071696336,-3.798359147,NA,0.15942029
MRVI1-AS1,-1.273517105,2.664728457,-2.69916728,0.008058824,0.071796109,-2.988194642,NA,0.00365705
WNK2,-1.350950891,5.627515952,-2.699013171,0.008062319,0.071804789,-3.394442788,NA,0.031017202
