gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function
RTN4IP1,0.497984325,6.384801863,0.763963064,0.447506066,0.999917524,-4.599919939,NA
RTN4R,0.09169645,7.017794567,0.154430911,0.877722926,0.999917524,-4.608451732,NA
RTN4RL2,0.465234262,6.740721025,0.744256105,0.459260618,0.999917524,-4.6008442,NA
RUFY3,-0.001783023,7.646360081,-0.003264237,0.997404983,0.999917524,-4.611492927,NA
RUFY4,0.278383053,7.196367343,0.488354376,0.62685457,0.999917524,-4.606497257,NA
RUNDC3A,0.411019768,5.945973884,0.576514147,0.566152522,0.999917524,-4.60144437,NA
RUNDC3B,-0.234563095,7.672809226,-0.521876786,0.603435297,0.999917524,-4.6137412,NA
RUNX2,0.167190707,9.286400725,0.473288508,0.637508323,0.999917524,-4.625912435,NA
RUNX3,0.258337271,8.112299491,0.531520255,0.596773397,0.999917524,-4.610229875,NA
RUSC2,0.180836605,6.8385462,0.305577504,0.760850671,0.999917524,-4.607796243,NA
RWDD3,-0.435033477,6.175168903,-0.679957622,0.498817009,0.999917524,-4.601523005,NA
RXFP1,0.24557949,8.52607597,0.571909624,0.569250492,0.999917524,-4.612494956,NA
RXFP2,-0.440280636,6.535139336,-0.707619067,0.48157639,0.999917524,-4.601662403,NA
RYR1,-0.094755979,8.305477183,-0.243161003,0.808605502,0.999917524,-4.624628476,Transport
S100A11,-0.489974839,6.906557123,-0.868353029,0.388225502,0.999917524,-4.598997978,Transport
S100A13,-1.478166123,5.524020471,-2.191243992,0.031829467,0.999917524,-4.556650935,Transport
SAC3D1,-0.141230515,6.213723161,-0.214151555,0.831063439,0.999917524,-4.605691894,NA
SACM1L,-0.586315882,6.384801863,-0.947920437,0.346493633,0.999917524,-4.596525798,Metabolism or Transport (lipid)
SACS,-0.677299118,7.423907866,-1.288894601,0.201759487,0.999917524,-4.584136347,NA
SAFB,0.090080673,7.289179322,0.165949219,0.868684492,0.999917524,-4.611316493,NA
SAFB2,0.064467386,6.830310835,0.101322151,0.91958997,0.999917524,-4.607972003,NA
SAMD1,0.363609806,6.880204224,0.595578234,0.553414726,0.999917524,-4.603528661,NA
SAMD11,0.37183436,6.223420006,0.557052749,0.57930237,0.999917524,-4.60273084,NA
SAMD12,0.023412446,8.763239059,0.059882114,0.952423441,0.999917524,-4.626087326,NA
SAMD13,-0.663147621,7.084201398,-1.37720519,0.17292118,0.999917524,-4.577647467,NA
SAMD14,0.859537699,6.042057371,1.224817581,0.224828511,0.999917524,-4.590478835,NA
SAMD15,0.319346759,5.987897012,0.422681093,0.673848479,0.999917524,-4.60241713,NA
SAMD4B,0.35306622,7.25562959,0.594047512,0.554432168,0.999917524,-4.604420512,NA
SAMHD1,-0.038797799,6.922957741,-0.063166685,0.949817265,0.999917524,-4.608510991,NA
SAMSN1,0.145360782,7.732245773,0.306746779,0.759964253,0.999917524,-4.615304975,NA
SAP130,-0.125848181,7.107342558,-0.225163953,0.82252039,0.999917524,-4.609731816,NA
SAP30,-0.025990253,7.570030666,-0.054146854,0.95697537,0.999917524,-4.615502404,NA
SAP30BP,0.708764626,6.092866468,1.027242494,0.307910833,0.999917524,-4.594675313,NA
SAPCD2,0.271640527,6.600711177,0.42610753,0.671362064,0.999917524,-4.605374518,NA
SAR1A,-0.595177989,6.391129838,-0.880837469,0.38147803,0.999917524,-4.597878391,NA
SAR1B,-0.941480701,6.037981864,-1.442733911,0.153641026,0.999917524,-4.583668951,NA
SARAF,-0.089471925,6.834189131,-0.146647585,0.883839828,0.999917524,-4.607700376,NA
SARDH,-0.504410998,7.196367343,-0.979178618,0.330928557,0.999917524,-4.596191605,NA
SARNP,0.046996293,7.109154997,0.079506005,0.936861376,0.999917524,-4.60925151,NA
