gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
SESTD1,0.707359925,6.903195645,2.501843235,0.015360507,0.057277254,-3.812423316,NA,0.181927711
MFAP3,0.433244487,7.06067301,2.500677297,0.015405859,0.057344377,-3.816822667,NA,0.139759036
OSBPL8,0.592929497,7.200665657,2.500664237,0.015406368,0.057344377,-3.806127186,Metabolism or Transport (lipid),0.143373494
SPINK5,0.529005117,6.722602119,2.500936086,0.015395783,0.057344377,-3.821307181,NA,0.121686747
EYA4,0.623087691,7.087128975,2.499636796,0.015446434,0.05738973,-3.806747899,Development (differentiation),0.114457831
KLRD1,0.608895895,6.659717644,2.499929575,0.015435007,0.05738973,-3.815354847,NA,0.107228916
SKAP2,0.610654561,6.613623635,2.499696488,0.015444104,0.05738973,-3.819884597,Inflammation/Immune/Stress/Toxic/Detox,0.098795181
ATF2,0.556733119,7.238470658,2.498801547,0.015479075,0.057476421,-3.812584971,NA,0.181927711
LRP5,0.638449052,6.959329537,2.49809977,0.015506548,0.05750927,-3.809141947,Metabolism or Transport (lipid),0.106024096
SMAD3,-0.495731643,6.967304395,-2.498137654,0.015505064,0.05750927,-3.860049233,Development (differentiation),0.084337349
RGS5,-0.768563839,7.690261624,-2.496928102,0.015552515,0.057645124,-3.848184941,NA,0.110843373
CD82,0.618740113,6.979255323,2.495942027,0.015591295,0.057754199,-3.820320191,Inflammation/Immune/Stress/Toxic/Detox,0.157831325
NUP210,0.558589626,7.032365039,2.495263519,0.015618031,0.057818549,-3.822839994,NA,0.151807229
IL5RA,0.590031325,6.018097504,2.492350928,0.015733268,0.058210263,-3.859494277,Inflammation/Immune/Stress/Toxic/Detox,0.078313253
EPCAM,0.456068384,7.195597517,2.491251393,0.01577697,0.058294956,-3.836354465,Matrisome/cell adhesion/binding/signaling,0.180722892
GGA1,0.527892402,7.615121021,2.490825668,0.015793921,0.058294956,-3.827426762,NA,0.221686747
KLRF1,0.648092249,6.229107994,2.490875786,0.015791925,0.058294956,-3.839841792,NA,0.060240964
MAD2L2,0.534938613,7.301157142,2.491284182,0.015775666,0.058294956,-3.829483684,NA,0.179518072
CLSTN2,0.535147222,6.194391904,2.490550776,0.015804875,0.058295963,-3.8590574,NA,0.075903614
CTBP1,0.677678614,7.597856553,2.490345092,0.015813075,0.058295963,-3.82770195,NA,0.246987952
RXRG,0.57097739,6.180737214,2.489538828,0.015845257,0.058379751,-3.856291716,NA,0.073493976
GLB1,0.605667804,7.157609781,2.488559929,0.01588441,0.058489106,-3.83403035,NA,0.16746988
CDKN1C,0.672603815,7.344812555,2.485799372,0.015995293,0.05883218,-3.845195697,Development (cell cycle),0.28313253
LPAR5,0.584500189,6.867750396,2.485766043,0.015996636,0.05883218,-3.843488307,NA,0.127710843
